                time                Date            Rainfall       Inifiltration          Runoff@end        WaterStorage       LeftDischarge      RightDischarge
  38582.0000  08/18/2005        0.9525        0.7231        0.0000        0.0000        0.0000        0.0000
  38583.0000  08/19/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38584.0000  08/20/2005        0.0000        0.0001        0.0000        0.0000        0.0000        0.0000
  38585.0000  08/21/2005      121.7233        1.7171        0.0000        0.0000        0.0000        0.0000
  38586.0000  08/22/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38587.0000  08/23/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38588.0000  08/24/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38589.0000  08/25/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38590.0000  08/26/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38591.0000  08/27/2005       15.5026       15.4905        0.0000        0.0000        0.0000        0.0000
  38592.0000  08/28/2005        0.7647        0.7336        0.0000        0.0000        0.0000        0.0000
  38593.0000  08/29/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38594.0000  08/30/2005       96.8526        1.8204        0.0000        0.0000        0.0000        0.0000
  38595.0000  08/31/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38596.0000  09/01/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38597.0000  09/02/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38598.0000  09/03/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38599.0000  09/04/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38600.0000  09/05/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  38601.0000  09/06/2005       17.6005       16.5799        0.0000        0.0000        0.0000        0.0000
  38602.0000  09/07/2005        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
